0,1
/kaggle/input/numeroff-low/ocr_txt/train/img/25856.png,H505OC159
/kaggle/input/numeroff-low/ocr_txt/train/img/4255.png,T955AC35
/kaggle/input/numeroff-low/ocr_txt/train/img/31607.png,K802AK797
/kaggle/input/numeroff-low/ocr_txt/train/img/40450.png,T189TT154
/kaggle/input/numeroff-low/ocr_txt/train/img/49315.png,Y984KO69
/kaggle/input/numeroff-low/ocr_txt/train/img/232.png,B576XE35
/kaggle/input/numeroff-low/ocr_txt/train/img/4141.png,B066BK35
/kaggle/input/numeroff-low/ocr_txt/train/img/39914.png,T010KO02
/kaggle/input/numeroff-low/ocr_txt/train/img/1828.png,B102KX35
/kaggle/input/numeroff-low/ocr_txt/train/img/38641.png,P583YX64
/kaggle/input/numeroff-low/ocr_txt/train/img/35258.png,O489CA98
/kaggle/input/numeroff-low/ocr_txt/train/img/47470.png,Y351KB142
/kaggle/input/numeroff-low/ocr_txt/train/img/45119.png,X639YY197
/kaggle/input/numeroff-low/ocr_txt/train/img/41496.png,T601AB54
/kaggle/input/numeroff-low/ocr_txt/train/img/44744.png,X516XX197
/kaggle/input/numeroff-low/ocr_txt/train/img/11237.png,B022EH70
/kaggle/input/numeroff-low/ocr_txt/train/img/12980.png,B374BY164
/kaggle/input/numeroff-low/ocr_txt/train/img/10974.png,B001KT51
/kaggle/input/numeroff-low/ocr_txt/train/img/35528.png,O567AA178
/kaggle/input/numeroff-low/ocr_txt/train/img/29294.png,K253PT159
/kaggle/input/numeroff-low/ocr_txt/train/img/48359.png,Y646BP102
/kaggle/input/numeroff-low/ocr_txt/train/img/17482.png,C419BH161
/kaggle/input/numeroff-low/ocr_txt/train/img/21098.png,E406KO134
/kaggle/input/numeroff-low/ocr_txt/train/img/39108.png,P760PB197
/kaggle/input/numeroff-low/ocr_txt/train/img/33611.png,O096CE174
/kaggle/input/numeroff-low/ocr_txt/train/img/35753.png,O643TC777
/kaggle/input/numeroff-low/ocr_txt/train/img/39949.png,T020CC90
/kaggle/input/numeroff-low/ocr_txt/train/img/16628.png,C148KH02
/kaggle/input/numeroff-low/ocr_txt/train/img/48353.png,Y644ET67
/kaggle/input/numeroff-low/ocr_txt/train/img/29102.png,K208HB21
/kaggle/input/numeroff-low/ocr_txt/train/img/43261.png,X045PX54
/kaggle/input/numeroff-low/ocr_txt/train/img/49328.png,Y989BT73
/kaggle/input/numeroff-low/ocr_txt/train/img/15504.png,B898AA34
/kaggle/input/numeroff-low/ocr_txt/train/img/12641.png,B300YA28
/kaggle/input/numeroff-low/ocr_txt/train/img/9858.png,A807OP27
/kaggle/input/numeroff-low/ocr_txt/train/img/25271.png,H358OO32
/kaggle/input/numeroff-low/ocr_txt/train/img/42714.png,T999YO98
/kaggle/input/numeroff-low/ocr_txt/train/img/16989.png,C260AO197
/kaggle/input/numeroff-low/ocr_txt/train/img/43905.png,X227TE123
/kaggle/input/numeroff-low/ocr_txt/train/img/44333.png,X381AB65
/kaggle/input/numeroff-low/ocr_txt/train/img/17610.png,C452BO123
/kaggle/input/numeroff-low/ocr_txt/train/img/36690.png,O920OO174
/kaggle/input/numeroff-low/ocr_txt/train/img/9144.png,A678XE97
/kaggle/input/numeroff-low/ocr_txt/train/img/7348.png,A365PT134
/kaggle/input/numeroff-low/ocr_txt/train/img/21769.png,E564KC193
/kaggle/input/numeroff-low/ocr_txt/train/img/38931.png,P695XK54
/kaggle/input/numeroff-low/ocr_txt/train/img/34415.png,O269OO47
/kaggle/input/numeroff-low/ocr_txt/train/img/39003.png,P718AE125
/kaggle/input/numeroff-low/ocr_txt/train/img/40284.png,T122BP163
/kaggle/input/numeroff-low/ocr_txt/train/img/46375.png,Y005XA54
/kaggle/input/numeroff-low/ocr_txt/train/img/49099.png,Y900YH54
/kaggle/input/numeroff-low/ocr_txt/train/img/18092.png,C622KC72
/kaggle/input/numeroff-low/ocr_txt/train/img/40724.png,T295AT136
/kaggle/input/numeroff-low/ocr_txt/train/img/10788.png,A975KP142
/kaggle/input/numeroff-low/ocr_txt/train/img/18875.png,C886CH86
/kaggle/input/numeroff-low/ocr_txt/train/img/32052.png,K909PH62
/kaggle/input/numeroff-low/ocr_txt/train/img/33337.png,O046KT47
/kaggle/input/numeroff-low/ocr_txt/train/img/9685.png,A777PA54
/kaggle/input/numeroff-low/ocr_txt/train/img/276.png,B349TT35
/kaggle/input/numeroff-low/ocr_txt/train/img/4758.png,M078HC178
/kaggle/input/numeroff-low/ocr_txt/train/img/1021.png,T221KK35
/kaggle/input/numeroff-low/ocr_txt/train/img/41946.png,T778YH96
/kaggle/input/numeroff-low/ocr_txt/train/img/19973.png,E122EE99
/kaggle/input/numeroff-low/ocr_txt/train/img/29541.png,K319XA32
/kaggle/input/numeroff-low/ocr_txt/train/img/34416.png,O269OO71
/kaggle/input/numeroff-low/ocr_txt/train/img/8278.png,A535EO122
/kaggle/input/numeroff-low/ocr_txt/train/img/42040.png,T806AB31
/kaggle/input/numeroff-low/ocr_txt/train/img/18516.png,C767CX36
/kaggle/input/numeroff-low/ocr_txt/train/img/33075.png,O007YK750
/kaggle/input/numeroff-low/ocr_txt/train/img/41767.png,T720KP77
/kaggle/input/numeroff-low/ocr_txt/train/img/12480.png,B262KC60
/kaggle/input/numeroff-low/ocr_txt/train/img/40524.png,T217EP199
/kaggle/input/numeroff-low/ocr_txt/train/img/45877.png,X881XE96
/kaggle/input/numeroff-low/ocr_txt/train/img/36458.png,O864KC39
/kaggle/input/numeroff-low/ocr_txt/train/img/47089.png,Y204XO28
/kaggle/input/numeroff-low/ocr_txt/train/img/49228.png,Y948XB163
/kaggle/input/numeroff-low/ocr_txt/train/img/11679.png,B101PP116
/kaggle/input/numeroff-low/ocr_txt/train/img/46871.png,Y133HE777
/kaggle/input/numeroff-low/ocr_txt/train/img/31090.png,K692KY03
/kaggle/input/numeroff-low/ocr_txt/train/img/2469.png,B671XE35
/kaggle/input/numeroff-low/ocr_txt/train/img/44368.png,X393YK64
/kaggle/input/numeroff-low/ocr_txt/train/img/5064.png,A007KT27
/kaggle/input/numeroff-low/ocr_txt/train/img/7798.png,A444PM177
/kaggle/input/numeroff-low/ocr_txt/train/img/4224.png,B269KK35
/kaggle/input/numeroff-low/ocr_txt/train/img/5206.png,A023TO54
/kaggle/input/numeroff-low/ocr_txt/train/img/23546.png,H001OK36
/kaggle/input/numeroff-low/ocr_txt/train/img/43893.png,X224YA777
/kaggle/input/numeroff-low/ocr_txt/train/img/35265.png,O491BA799
/kaggle/input/numeroff-low/ocr_txt/train/img/15141.png,B824AK35
/kaggle/input/numeroff-low/ocr_txt/train/img/35951.png,O710OB98
/kaggle/input/numeroff-low/ocr_txt/train/img/12019.png,B170KC16
/kaggle/input/numeroff-low/ocr_txt/train/img/150.png,T647PO35
/kaggle/input/numeroff-low/ocr_txt/train/img/48195.png,Y593PE69
/kaggle/input/numeroff-low/ocr_txt/train/img/12141.png,B196BB125
/kaggle/input/numeroff-low/ocr_txt/train/img/11997.png,A968KC163
/kaggle/input/numeroff-low/ocr_txt/train/img/3651.png,C415CX35
/kaggle/input/numeroff-low/ocr_txt/train/img/5118.png,A010BX122
/kaggle/input/numeroff-low/ocr_txt/train/img/3385.png,E475AH35
/kaggle/input/numeroff-low/ocr_txt/train/img/35706.png,O626AO70
/kaggle/input/numeroff-low/ocr_txt/train/img/48831.png,Y809KH24
/kaggle/input/numeroff-low/ocr_txt/train/img/43343.png,X065AH163
/kaggle/input/numeroff-low/ocr_txt/train/img/37380.png,P102CY74
/kaggle/input/numeroff-low/ocr_txt/train/img/24042.png,H075YA197
/kaggle/input/numeroff-low/ocr_txt/train/img/1148.png,E750AB35
/kaggle/input/numeroff-low/ocr_txt/train/img/23653.png,H007TX46
/kaggle/input/numeroff-low/ocr_txt/train/img/3108.png,B751CK35
/kaggle/input/numeroff-low/ocr_txt/train/img/19196.png,C989HC154
/kaggle/input/numeroff-low/ocr_txt/train/img/34742.png,O345BT64
/kaggle/input/numeroff-low/ocr_txt/train/img/20043.png,E142KT716
/kaggle/input/numeroff-low/ocr_txt/train/img/2348.png,A755CH35
/kaggle/input/numeroff-low/ocr_txt/train/img/36117.png,O767PO62
/kaggle/input/numeroff-low/ocr_txt/train/img/10307.png,A888EO150
/kaggle/input/numeroff-low/ocr_txt/train/img/40945.png,T388BY96
/kaggle/input/numeroff-low/ocr_txt/train/img/16070.png,C004AP152
/kaggle/input/numeroff-low/ocr_txt/train/img/10591.png,A935AA178
/kaggle/input/numeroff-low/ocr_txt/train/img/9655.png,A777AE25
/kaggle/input/numeroff-low/ocr_txt/train/img/4004.png,T817OH35
/kaggle/input/numeroff-low/ocr_txt/train/img/35612.png,O598AY777
/kaggle/input/numeroff-low/ocr_txt/train/img/38471.png,P508EP777
/kaggle/input/numeroff-low/ocr_txt/train/img/30207.png,K482YK54
/kaggle/input/numeroff-low/ocr_txt/train/img/36222.png,O790OY199
/kaggle/input/numeroff-low/ocr_txt/train/img/25774.png,H484HT32
/kaggle/input/numeroff-low/ocr_txt/train/img/16196.png,C019AE136
/kaggle/input/numeroff-low/ocr_txt/train/img/19218.png,C997AX797
/kaggle/input/numeroff-low/ocr_txt/train/img/48230.png,Y604YO54
/kaggle/input/numeroff-low/ocr_txt/train/img/21260.png,E444XT27
/kaggle/input/numeroff-low/ocr_txt/train/img/6557.png,A223YK42
/kaggle/input/numeroff-low/ocr_txt/train/img/12929.png,B363BA799
/kaggle/input/numeroff-low/ocr_txt/train/img/8066.png,A495YP777
/kaggle/input/numeroff-low/ocr_txt/train/img/14098.png,B622AA199
/kaggle/input/numeroff-low/ocr_txt/train/img/25168.png,H333OE68
/kaggle/input/numeroff-low/ocr_txt/train/img/26815.png,H744CC64
/kaggle/input/numeroff-low/ocr_txt/train/img/46397.png,Y007HY177
/kaggle/input/numeroff-low/ocr_txt/train/img/35928.png,O705BA31
/kaggle/input/numeroff-low/ocr_txt/train/img/7264.png,A347TH82
/kaggle/input/numeroff-low/ocr_txt/train/img/13750.png,B551XK750
/kaggle/input/numeroff-low/ocr_txt/train/img/33690.png,O111AE46
/kaggle/input/numeroff-low/ocr_txt/train/img/15472.png,B889XY98
/kaggle/input/numeroff-low/ocr_txt/train/img/8283.png,A536XH82
/kaggle/input/numeroff-low/ocr_txt/train/img/11129.png,B008PA763
/kaggle/input/numeroff-low/ocr_txt/train/img/35432.png,O542YE123
/kaggle/input/numeroff-low/ocr_txt/train/img/3319.png,B847OK35
/kaggle/input/numeroff-low/ocr_txt/train/img/47774.png,Y451MX54
/kaggle/input/numeroff-low/ocr_txt/train/img/33192.png,O021OX31
/kaggle/input/numeroff-low/ocr_txt/train/img/44362.png,X392CA47
/kaggle/input/numeroff-low/ocr_txt/train/img/38749.png,P628BK799
/kaggle/input/numeroff-low/ocr_txt/train/img/18984.png,C912OY99
/kaggle/input/numeroff-low/ocr_txt/train/img/12455.png,B257KY150
/kaggle/input/numeroff-low/ocr_txt/train/img/29079.png,K203OH71
/kaggle/input/numeroff-low/ocr_txt/train/img/36483.png,O871OK44
/kaggle/input/numeroff-low/ocr_txt/train/img/46740.png,Y101KT47
/kaggle/input/numeroff-low/ocr_txt/train/img/45357.png,X718OH38
/kaggle/input/numeroff-low/ocr_txt/train/img/25380.png,H390TP77
/kaggle/input/numeroff-low/ocr_txt/train/img/2937.png,E138AO35
/kaggle/input/numeroff-low/ocr_txt/train/img/10327.png,A888XE26
/kaggle/input/numeroff-low/ocr_txt/train/img/24207.png,H103CB26
/kaggle/input/numeroff-low/ocr_txt/train/img/47677.png,Y426OK102
/kaggle/input/numeroff-low/ocr_txt/train/img/27916.png,K001AY17
/kaggle/input/numeroff-low/ocr_txt/train/img/41638.png,T666HX47
/kaggle/input/numeroff-low/ocr_txt/train/img/18908.png,C890XP53
/kaggle/input/numeroff-low/ocr_txt/train/img/3246.png,X986BH76
/kaggle/input/numeroff-low/ocr_txt/train/img/33988.png,O174KC33
/kaggle/input/numeroff-low/ocr_txt/train/img/22432.png,E745KH196
/kaggle/input/numeroff-low/ocr_txt/train/img/27257.png,H841BA178
/kaggle/input/numeroff-low/ocr_txt/train/img/40640.png,T261YA123
/kaggle/input/numeroff-low/ocr_txt/train/img/36730.png,O937XT102
/kaggle/input/numeroff-low/ocr_txt/train/img/28323.png,K046YA777
/kaggle/input/numeroff-low/ocr_txt/train/img/25148.png,H332EX40
/kaggle/input/numeroff-low/ocr_txt/train/img/19063.png,C941AH21
/kaggle/input/numeroff-low/ocr_txt/train/img/21882.png,E594EA196
/kaggle/input/numeroff-low/ocr_txt/train/img/45802.png,X847BB102
/kaggle/input/numeroff-low/ocr_txt/train/img/23129.png,E911CH178
/kaggle/input/numeroff-low/ocr_txt/train/img/37075.png,P008HE750
/kaggle/input/numeroff-low/ocr_txt/train/img/44727.png,X513AA199
/kaggle/input/numeroff-low/ocr_txt/train/img/31034.png,K678HB82
/kaggle/input/numeroff-low/ocr_txt/train/img/43048.png,X002KX64
/kaggle/input/numeroff-low/ocr_txt/train/img/16676.png,C164YA70
/kaggle/input/numeroff-low/ocr_txt/train/img/41423.png,T574BP123
/kaggle/input/numeroff-low/ocr_txt/train/img/3657.png,B528TT35
/kaggle/input/numeroff-low/ocr_txt/train/img/12519.png,B273BB01
/kaggle/input/numeroff-low/ocr_txt/train/img/25212.png,H341XT39
/kaggle/input/numeroff-low/ocr_txt/train/img/8793.png,A622CK799
/kaggle/input/numeroff-low/ocr_txt/train/img/18995.png,C915TK53
/kaggle/input/numeroff-low/ocr_txt/train/img/31820.png,K860AP46
/kaggle/input/numeroff-low/ocr_txt/train/img/41460.png,T588PT123
/kaggle/input/numeroff-low/ocr_txt/train/img/41229.png,T505HX116
/kaggle/input/numeroff-low/ocr_txt/train/img/34766.png,O353KY46
/kaggle/input/numeroff-low/ocr_txt/train/img/32273.png,K967TK10
/kaggle/input/numeroff-low/ocr_txt/train/img/15622.png,B922PA186
/kaggle/input/numeroff-low/ocr_txt/train/img/21944.png,E610YO21
/kaggle/input/numeroff-low/ocr_txt/train/img/47874.png,Y490PC69
/kaggle/input/numeroff-low/ocr_txt/train/img/13654.png,B530HH53
/kaggle/input/numeroff-low/ocr_txt/train/img/14785.png,B767BE124
/kaggle/input/numeroff-low/ocr_txt/train/img/4017.png,C364PT35
/kaggle/input/numeroff-low/ocr_txt/train/img/48032.png,Y547YC777
/kaggle/input/numeroff-low/ocr_txt/train/img/8392.png,A555KT54
/kaggle/input/numeroff-low/ocr_txt/train/img/45718.png,X819TY86
/kaggle/input/numeroff-low/ocr_txt/train/img/4823.png,B513BE35
/kaggle/input/numeroff-low/ocr_txt/train/img/47878.png,Y491KX52
/kaggle/input/numeroff-low/ocr_txt/train/img/8003.png,A486KT154
/kaggle/input/numeroff-low/ocr_txt/train/img/15590.png,B913PY82
/kaggle/input/numeroff-low/ocr_txt/train/img/38777.png,P635KX57
/kaggle/input/numeroff-low/ocr_txt/train/img/28185.png,K021CB154
/kaggle/input/numeroff-low/ocr_txt/train/img/17194.png,C326KC142
/kaggle/input/numeroff-low/ocr_txt/train/img/33176.png,O020OO177
/kaggle/input/numeroff-low/ocr_txt/train/img/48717.png,Y777CT777
/kaggle/input/numeroff-low/ocr_txt/train/img/9991.png,A830AA77
/kaggle/input/numeroff-low/ocr_txt/train/img/20875.png,E347OT799
/kaggle/input/numeroff-low/ocr_txt/train/img/48478.png,Y687YY190
/kaggle/input/numeroff-low/ocr_txt/train/img/9870.png,A808TA763
/kaggle/input/numeroff-low/ocr_txt/train/img/35059.png,O429AX136
/kaggle/input/numeroff-low/ocr_txt/train/img/32666.png,M441AK46
/kaggle/input/numeroff-low/ocr_txt/train/img/41512.png,T609EO52
/kaggle/input/numeroff-low/ocr_txt/train/img/17844.png,C540HK67
/kaggle/input/numeroff-low/ocr_txt/train/img/25483.png,H418EA124
/kaggle/input/numeroff-low/ocr_txt/train/img/45319.png,X707OX161
/kaggle/input/numeroff-low/ocr_txt/train/img/262.png,E310AX35
/kaggle/input/numeroff-low/ocr_txt/train/img/35266.png,O491ET46
/kaggle/input/numeroff-low/ocr_txt/train/img/6831.png,A276CK23
/kaggle/input/numeroff-low/ocr_txt/train/img/4126.png,B620AE35
/kaggle/input/numeroff-low/ocr_txt/train/img/32009.png,K900KK39
/kaggle/input/numeroff-low/ocr_txt/train/img/40144.png,T087EE21
/kaggle/input/numeroff-low/ocr_txt/train/img/25091.png,H316HT799
/kaggle/input/numeroff-low/ocr_txt/train/img/8888.png,A638TP77
/kaggle/input/numeroff-low/ocr_txt/train/img/35164.png,O454OO72
/kaggle/input/numeroff-low/ocr_txt/train/img/48493.png,Y693AC799
/kaggle/input/numeroff-low/ocr_txt/train/img/30070.png,K444OK197
/kaggle/input/numeroff-low/ocr_txt/train/img/42142.png,T838PE55
/kaggle/input/numeroff-low/ocr_txt/train/img/29352.png,K271TX46
/kaggle/input/numeroff-low/ocr_txt/train/img/22752.png,E817OO93
/kaggle/input/numeroff-low/ocr_txt/train/img/42689.png,T998YY190
/kaggle/input/numeroff-low/ocr_txt/train/img/13998.png,B600OE82
/kaggle/input/numeroff-low/ocr_txt/train/img/15245.png,B851AY159
/kaggle/input/numeroff-low/ocr_txt/train/img/3115.png,B565OK35
/kaggle/input/numeroff-low/ocr_txt/train/img/591.png,M036AM777
/kaggle/input/numeroff-low/ocr_txt/train/img/8711.png,A606BA50
/kaggle/input/numeroff-low/ocr_txt/train/img/2176.png,E647AM35
/kaggle/input/numeroff-low/ocr_txt/train/img/13921.png,B584ET763
/kaggle/input/numeroff-low/ocr_txt/train/img/6351.png,A195HY799
/kaggle/input/numeroff-low/ocr_txt/train/img/47200.png,Y242OY102
/kaggle/input/numeroff-low/ocr_txt/train/img/18503.png,C763CH152
/kaggle/input/numeroff-low/ocr_txt/train/img/32376.png,K993YK116
/kaggle/input/numeroff-low/ocr_txt/train/img/6528.png,A222CE92
/kaggle/input/numeroff-low/ocr_txt/train/img/32644.png,M372XM199
/kaggle/input/numeroff-low/ocr_txt/train/img/34248.png,O229KT98
/kaggle/input/numeroff-low/ocr_txt/train/img/5780.png,A104BX92
/kaggle/input/numeroff-low/ocr_txt/train/img/42442.png,T921PP777
/kaggle/input/numeroff-low/ocr_txt/train/img/35450.png,O550OO71
/kaggle/input/numeroff-low/ocr_txt/train/img/2169.png,A775HM35
/kaggle/input/numeroff-low/ocr_txt/train/img/16027.png,C001KC777
/kaggle/input/numeroff-low/ocr_txt/train/img/24895.png,H266PB799
/kaggle/input/numeroff-low/ocr_txt/train/img/23935.png,H055BO15
/kaggle/input/numeroff-low/ocr_txt/train/img/22730.png,E811OX154
/kaggle/input/numeroff-low/ocr_txt/train/img/38737.png,P624PX33
/kaggle/input/numeroff-low/ocr_txt/train/img/40918.png,T377XT96
/kaggle/input/numeroff-low/ocr_txt/train/img/16474.png,C099AX53
/kaggle/input/numeroff-low/ocr_txt/train/img/5243.png,A030AB163
/kaggle/input/numeroff-low/ocr_txt/train/img/42191.png,T857TO90
/kaggle/input/numeroff-low/ocr_txt/train/img/19660.png,E054KB14
/kaggle/input/numeroff-low/ocr_txt/train/img/39185.png,P777XP56
/kaggle/input/numeroff-low/ocr_txt/train/img/11569.png,B080XE72
/kaggle/input/numeroff-low/ocr_txt/train/img/47377.png,Y318XE163
/kaggle/input/numeroff-low/ocr_txt/train/img/7322.png,A360CP199
/kaggle/input/numeroff-low/ocr_txt/train/img/7450.png,A383AO77
/kaggle/input/numeroff-low/ocr_txt/train/img/18338.png,C704AB777
/kaggle/input/numeroff-low/ocr_txt/train/img/25816.png,H498CE32
/kaggle/input/numeroff-low/ocr_txt/train/img/44743.png,X516TY86
/kaggle/input/numeroff-low/ocr_txt/train/img/20429.png,E233BP35
/kaggle/input/numeroff-low/ocr_txt/train/img/14266.png,B660AX35
/kaggle/input/numeroff-low/ocr_txt/train/img/49249.png,Y955KC51
/kaggle/input/numeroff-low/ocr_txt/train/img/3588.png,B987KT35
/kaggle/input/numeroff-low/ocr_txt/train/img/40367.png,T156AO190
/kaggle/input/numeroff-low/ocr_txt/train/img/22359.png,E723XE161
/kaggle/input/numeroff-low/ocr_txt/train/img/36928.png,O998AK186
/kaggle/input/numeroff-low/ocr_txt/train/img/34923.png,O397CE66
/kaggle/input/numeroff-low/ocr_txt/train/img/40969.png,T397HH31
/kaggle/input/numeroff-low/ocr_txt/train/img/28264.png,K035HO64
/kaggle/input/numeroff-low/ocr_txt/train/img/42038.png,T804TC36
/kaggle/input/numeroff-low/ocr_txt/train/img/4190.png,A151TX35
/kaggle/input/numeroff-low/ocr_txt/train/img/16509.png,C109KK57
/kaggle/input/numeroff-low/ocr_txt/train/img/24603.png,H194TP32
/kaggle/input/numeroff-low/ocr_txt/train/img/35184.png,O463HH78
/kaggle/input/numeroff-low/ocr_txt/train/img/40313.png,T135OO71
/kaggle/input/numeroff-low/ocr_txt/train/img/21449.png,E493HX98
/kaggle/input/numeroff-low/ocr_txt/train/img/7584.png,A407BO161
/kaggle/input/numeroff-low/ocr_txt/train/img/40137.png,T084TE42
/kaggle/input/numeroff-low/ocr_txt/train/img/46968.png,Y169XO54
/kaggle/input/numeroff-low/ocr_txt/train/img/43900.png,X226BY47
/kaggle/input/numeroff-low/ocr_txt/train/img/26215.png,H591PC33
/kaggle/input/numeroff-low/ocr_txt/train/img/35762.png,O646PY799
/kaggle/input/numeroff-low/ocr_txt/train/img/48174.png,Y586HC199
/kaggle/input/numeroff-low/ocr_txt/train/img/37800.png,P262XB61
/kaggle/input/numeroff-low/ocr_txt/train/img/24827.png,H248HH159
/kaggle/input/numeroff-low/ocr_txt/train/img/21616.png,E532EC72
/kaggle/input/numeroff-low/ocr_txt/train/img/46982.png,Y175TC96
/kaggle/input/numeroff-low/ocr_txt/train/img/17988.png,C580HP72
/kaggle/input/numeroff-low/ocr_txt/train/img/24124.png,H090ET98
/kaggle/input/numeroff-low/ocr_txt/train/img/7759.png,A442CH27
/kaggle/input/numeroff-low/ocr_txt/train/img/28054.png,K007BB35
/kaggle/input/numeroff-low/ocr_txt/train/img/38382.png,P475HX750
/kaggle/input/numeroff-low/ocr_txt/train/img/37355.png,P096EK57
/kaggle/input/numeroff-low/ocr_txt/train/img/35036.png,O421CA69
/kaggle/input/numeroff-low/ocr_txt/train/img/32282.png,K969XP174
/kaggle/input/numeroff-low/ocr_txt/train/img/22238.png,E692HP178
/kaggle/input/numeroff-low/ocr_txt/train/img/24726.png,H222YE38
/kaggle/input/numeroff-low/ocr_txt/train/img/24747.png,H227YK44
/kaggle/input/numeroff-low/ocr_txt/train/img/22587.png,E777TE61
/kaggle/input/numeroff-low/ocr_txt/train/img/6879.png,A284PK152
/kaggle/input/numeroff-low/ocr_txt/train/img/44076.png,X292KY51
/kaggle/input/numeroff-low/ocr_txt/train/img/18500.png,C762CP777
/kaggle/input/numeroff-low/ocr_txt/train/img/14021.png,B604EC777
/kaggle/input/numeroff-low/ocr_txt/train/img/1179.png,B291HT35
/kaggle/input/numeroff-low/ocr_txt/train/img/15432.png,B888EE30
/kaggle/input/numeroff-low/ocr_txt/train/img/40267.png,T115KB66
/kaggle/input/numeroff-low/ocr_txt/train/img/24541.png,H177TE199
/kaggle/input/numeroff-low/ocr_txt/train/img/1461.png,B159AC35
/kaggle/input/numeroff-low/ocr_txt/train/img/25893.png,H514PO174
/kaggle/input/numeroff-low/ocr_txt/train/img/40266.png,T114XA123
/kaggle/input/numeroff-low/ocr_txt/train/img/19990.png,E128KC33
/kaggle/input/numeroff-low/ocr_txt/train/img/25992.png,H540AY123
/kaggle/input/numeroff-low/ocr_txt/train/img/11105.png,B007CP47
/kaggle/input/numeroff-low/ocr_txt/train/img/36599.png,O898KC799
/kaggle/input/numeroff-low/ocr_txt/train/img/36078.png,O756BO54
/kaggle/input/numeroff-low/ocr_txt/train/img/19326.png,E005HO46
/kaggle/input/numeroff-low/ocr_txt/train/img/26318.png,H612KK44
/kaggle/input/numeroff-low/ocr_txt/train/img/14763.png,B761XH150
/kaggle/input/numeroff-low/ocr_txt/train/img/18469.png,C748TK190
/kaggle/input/numeroff-low/ocr_txt/train/img/11952.png,B154KA154
/kaggle/input/numeroff-low/ocr_txt/train/img/7820.png,A448ET790
/kaggle/input/numeroff-low/ocr_txt/train/img/45570.png,X777TH42
/kaggle/input/numeroff-low/ocr_txt/train/img/49081.png,Y899CY98
/kaggle/input/numeroff-low/ocr_txt/train/img/34803.png,O362PT55
/kaggle/input/numeroff-low/ocr_txt/train/img/6128.png,A158KO48
/kaggle/input/numeroff-low/ocr_txt/train/img/42560.png,T960OA23
/kaggle/input/numeroff-low/ocr_txt/train/img/39133.png,P769TH58
/kaggle/input/numeroff-low/ocr_txt/train/img/26819.png,H745CY32
